Symbol,Name,Country,IPO Year,Volume,Sector,Industry
ALGS,Aligos Therapeutics Inc. Common Stock,United States,2020,150315,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALGT,Allegiant Travel Company Common Stock,United States,2006,294548,Consumer Discretionary,Air Freight/Delivery Services
ALHC,Alignment Healthcare Inc. Common Stock,United States,2021,2488613,Health Care,Medical Specialities
ALIT,Alight Inc. Class A Common Stock,United States,2021,4343111,Consumer Discretionary,Business Services
ALK,Alaska Air Group Inc. Common Stock,United States,,1861238,Consumer Discretionary,Air Freight/Delivery Services
ALKS,Alkermes plc Ordinary Shares,Ireland,1991,955177,Health Care,Biotechnology: Pharmaceutical Preparations
ALKT,Alkami Technology Inc. Common Stock,United States,2021,1061657,Technology,Computer Software: Prepackaged Software
ALL,Allstate Corporation (The) Common Stock,United States,,1346639,Finance,Property-Casualty Insurers
ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,United States,,18488,,
ALL^H,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series H,United States,,52784,,
ALL^I,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series I,United States,,20499,,
ALL^J,Allstate Corporation (The) Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series J,United States,,42264,,
ALLE,Allegion plc Ordinary Shares,United States,2013,949692,Consumer Discretionary,Diversified Commercial Services
ALLO,Allogene Therapeutics Inc. Common Stock,United States,2018,1808207,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALLR,Allarity Therapeutics Inc. Common Stock,United States,,251398,Health Care,Biotechnology: Pharmaceutical Preparations
ALLT,Allot Ltd. Ordinary Shares,Israel,2006,390674,Telecommunications,Computer Communications Equipment
ALLY,Ally Financial Inc. Common Stock,United States,2014,6260434,Finance,Major Banks
ALMS,Alumis Inc. Common Stock,United States,2024,554024,Health Care,Biotechnology: Pharmaceutical Preparations
ALMU,Aeluma Inc. Common Stock,United States,,294247,Technology,Semiconductors
ALNT,Allient Inc. Common Stock,United States,,77366,Industrials,Electrical Products
ALNY,Alnylam Pharmaceuticals Inc. Common Stock,United States,2004,563088,Health Care,Biotechnology: Pharmaceutical Preparations
ALOT,AstroNova Inc. Common Stock,United States,1983,24132,Technology,Computer peripheral equipment
ALRM,Alarm.com Holdings Inc. Common Stock,United States,2015,336953,Technology,Computer Software: Prepackaged Software
ALRS,Alerus Financial Corporation Common Stock,United States,2019,65278,Finance,Major Banks
ALSN,Allison Transmission Holdings Inc. Common Stock,United States,2012,600105,Consumer Discretionary,Auto Parts:O.E.M.
ALT,Altimmune Inc. Common Stock,United States,,4192468,Health Care,Biotechnology: Pharmaceutical Preparations
ALTG,Alta Equipment Group Inc. Class A Common Stock,United States,2019,176415,Industrials,Industrial Machinery/Components
ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),United States,,1441,,
ALTI,AlTi Global Inc. Class A Common Stock,United States,2021,210328,Finance,Investment Managers
ALTO,Alto Ingredients Inc. Common Stock,United States,,171489,Industrials,Major Chemicals
ALTS,ALT5 Sigma Corporation Common Stock,United States,,173929,Consumer Discretionary,Home Furnishings
ALUR,Allurion Technologies Inc. Common Stock,United States,,145700,Health Care,Medical/Dental Instruments
ALV,Autoliv Inc. Common Stock,Sweden,,1207182,Consumer Discretionary,Auto Parts:O.E.M.
ALVO,Alvotech Ordinary Shares,Luxembourg,,518570,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALVOW,Alvotech Warrant,Luxembourg,,6020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ALX,Alexander's Inc. Common Stock,United States,,39537,Real Estate,Real Estate Investment Trusts
ALXO,ALX Oncology Holdings Inc. Common Stock,United States,2020,211765,Health Care,Biotechnology: Pharmaceutical Preparations
ALZN,Alzamend Neuro Inc. Common Stock,United States,2021,648050,Health Care,Biotechnology: Pharmaceutical Preparations
AM,Antero Midstream Corporation Common Stock,United States,2017,2511427,Utilities,Natural Gas Distribution
AMAL,Amalgamated Financial Corp. Common Stock (DE),United States,2018,98105,Finance,Major Banks
AMAT,Applied Materials Inc. Common Stock,United States,1972,5989168,Technology,Semiconductors
AMBA,Ambarella Inc. Ordinary Shares,United States,2012,1086676,Technology,Semiconductors
AMBC,Ambac Financial Group Inc. Common Stock,United States,,1480492,Finance,Property-Casualty Insurers
AMBI,Ambipar Emergency Response Class A Ordinary Shares,,,1753,Industrials,Environmental Services
AMBO,Ambow Education Holding Ltd. American Depository Shares (each representing twenty (20) Class A Ordinary Shares),China,,3256,Real Estate,Other Consumer Services
AMBP,Ardagh Metal Packaging S.A. Ordinary Shares,,,969536,Industrials,Containers/Packaging
AMBR,Amber International Holding Limited American Depositary Shares,Hong Kong,2017,138391,Finance,Finance: Consumer Services
AMC,AMC Entertainment Holdings Inc. Class A Common Stock,United States,2013,10200994,Consumer Discretionary,Movies/Entertainment
AMCR,Amcor plc Ordinary Shares,United Kingdom,2019,23839844,Consumer Discretionary,Miscellaneous manufacturing industries
AMCX,AMC Networks Inc. Class A Common Stock,United States,,476389,Telecommunications,Cable & Other Pay Television Services
AMD,Advanced Micro Devices Inc. Common Stock,United States,,30974480,Technology,Semiconductors
AME,AMETEK Inc.,United States,,1106005,Industrials,Industrial Machinery/Components
AMED,Amedisys Inc Common Stock,United States,,367543,Health Care,Medical/Nursing Services
AMG,Affiliated Managers Group Inc. Common Stock,United States,,156333,Finance,Investment Managers
AMGN,Amgen Inc. Common Stock,United States,1983,2338298,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AMH,American Homes 4 Rent Common Shares of Beneficial Interest,United States,2013,1534330,Real Estate,Real Estate Investment Trusts
AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,United States,,10225,,
AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,United States,,2525,,
AMIX,Autonomix Medical Inc. Common Stock,United States,2024,48142,Health Care,Medical/Dental Instruments
AMKR,Amkor Technology Inc. Common Stock,United States,1998,1287736,Technology,Semiconductors
AMLX,Amylyx Pharmaceuticals Inc. Common Stock,United States,2022,536715,Health Care,Biotechnology: Pharmaceutical Preparations
AMN,AMN Healthcare Services Inc,United States,,594475,Consumer Discretionary,Professional Services
AMOD,Alpha Modus Holdings Inc. Class A Common Stock,United States,,185578,Miscellaneous,Multi-Sector Companies
AMODW,Alpha Modus Holdings Inc. Warrant,United States,,7165,Miscellaneous,Multi-Sector Companies
AMP,Ameriprise Financial Inc. Common Stock,United States,,640930,Finance,Investment Managers
AMPG,Amplitech Group Inc. Common Stock,United States,,119365,Telecommunications,Telecommunications Equipment
AMPGW,Amplitech Group Inc. Warrants,United States,,2765,Telecommunications,Telecommunications Equipment
AMPH,Amphastar Pharmaceuticals Inc. Common Stock,United States,2014,395476,Health Care,Biotechnology: Pharmaceutical Preparations
AMPL,Amplitude Inc. Class A Common Stock,United States,,1606193,Technology,Computer Software: Prepackaged Software
AMPX,Amprius Technologies Inc. Common Stock,United States,2022,2675569,Miscellaneous,Industrial Machinery/Components
AMPY,Amplify Energy Corp. Common Stock,United States,2016,911236,Energy,Oil & Gas Production
AMR,Alpha Metallurgical Resources Inc. Common Stock,United States,2018,347455,Energy,Coal Mining
AMRC,Ameresco Inc. Class A Common Stock,United States,2010,315669,Consumer Discretionary,Engineering & Construction
AMRK,A-Mark Precious Metals Inc. Common Stock,United States,,157915,Industrials,Other Specialty Stores
AMRN,Amarin Corporation plc,Ireland,,46064,Health Care,Biotechnology: Pharmaceutical Preparations
AMRX,Amneal Pharmaceuticals Inc. Class A Common Stock,United States,,1830510,Health Care,Biotechnology: Pharmaceutical Preparations
AMS,American Shared Hospital Services Common Stock,United States,1988,2015,Health Care,Medical Specialities
AMSC,American Superconductor Corporation Common Stock,United States,1991,1144317,Consumer Discretionary,Metal Fabrications
AMSF,AMERISAFE Inc. Common Stock,United States,2005,133543,Finance,Property-Casualty Insurers
AMST,Amesite Inc. Common Stock,United States,2020,61613,Technology,Computer Software: Prepackaged Software
AMT,American Tower Corporation (REIT) Common Stock,United States,,1579002,Real Estate,Real Estate Investment Trusts
AMTB,Amerant Bancorp Inc. Class A Common Stock,United States,,167848,Finance,Major Banks
AMTD,AMTD IDEA Group American Depositary Shares each representing six (6) Class A Ordinary Shares,,,48577,Finance,Finance: Consumer Services
AMTM,Amentum Holdings Inc. Common Stock,United States,2024,3022243,,
AMTX,Aemetis Inc. (DE) Common Stock,United States,,528954,Industrials,Major Chemicals
AMWD,American Woodmark Corporation Common Stock,United States,1986,206655,Basic Materials,Forest Products
AMWL,American Well Corporation Class A Common Stock,United States,2020,24185,Consumer Discretionary,Business Services
AMX,America Movil S.A.B. de C.V. American Depositary Shares (each representing the right to receive twenty (20) Series B Shares,Mexico,2023,1709580,Telecommunications,Telecommunications Equipment
AMZE,Amaze Holdings Inc. Common Stock,,2021,138963,Consumer Staples,Beverages (Production/Distribution)
AMZN,Amazon.com Inc. Common Stock,United States,1997,29866167,Consumer Discretionary,Catalog/Specialty Distribution
AN,AutoNation Inc. Common Stock,United States,,264004,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
ANAB,AnaptysBio Inc. Common Stock,United States,2017,1967023,Health Care,Biotechnology: Pharmaceutical Preparations
ANDE,Andersons Inc. (The) Common Stock,United States,,216816,Industrials,Farming/Seeds/Milling
ANEB,Anebulo Pharmaceuticals Inc. Common Stock,United States,2021,1855,Health Care,Biotechnology: Pharmaceutical Preparations
ANET,Arista Networks Inc. Common Stock,United States,,9525156,Telecommunications,Computer Communications Equipment
ANF,Abercrombie & Fitch Company Common Stock,United States,,2823597,Consumer Discretionary,Clothing/Shoe/Accessory Stores
ANG^B,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 6.625% Fixed-Rate Reset Non-Cumulative Preferred Stock Series B,United States,,45597,,
ANG^D,American National Group Inc. Depositary Shares each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock Series D,United States,,13378,,
ANGH,Anghami Inc. Ordinary Shares,United Arab Emirates,,4383,Consumer Discretionary,Telecommunications Equipment
ANGHW,Anghami Inc. Warrants,United Arab Emirates,,200,Consumer Discretionary,Telecommunications Equipment
ANGI,Angi Inc. Class A Common Stock,United States,,678747,Consumer Discretionary,Advertising
ANGO,AngioDynamics Inc. Common Stock,United States,2004,488663,Health Care,Medical/Dental Instruments
ANIK,Anika Therapeutics Inc. Common Stock,United States,,55442,Health Care,Medical/Dental Instruments
ANIP,ANI Pharmaceuticals Inc.,United States,,307309,Health Care,Biotechnology: Pharmaceutical Preparations
ANIX,Anixa Biosciences Inc. Common Stock,United States,,69665,Health Care,Biotechnology: Pharmaceutical Preparations
ANL,Adlai Nortye Ltd. American Depositary Shares,Cayman Islands,2023,7723,Health Care,Biotechnology: Pharmaceutical Preparations
ANNA,AleAnna Inc. Class A Common Stock,United States,,2462,Energy,Oil & Gas Production
ANNAW,AleAnna Inc. Warrant,United States,,3319,Energy,Oil & Gas Production
ANNX,Annexon Inc. Common Stock,United States,2020,1198402,Health Care,Biotechnology: Pharmaceutical Preparations
ANRO,Alto Neuroscience Inc. Common Stock,United States,2024,251424,Health Care,Biotechnology: Pharmaceutical Preparations
ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,United States,2024,8521,,
ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,United States,2024,139011,,
ANSS,ANSYS Inc. Common Stock,United States,1996,596500,Technology,Computer Software: Prepackaged Software
ANTA,Antalpha Platform Holding Company Ordinary Shares,Singapore,2025,479328,Finance,Investment Bankers/Brokers/Service
ANTE,AirNet Technology Inc. Ordinary Share,China,2007,114797,Consumer Discretionary,Advertising
ANTX,AN2 Therapeutics Inc. Common Stock,United States,2022,67141,Health Care,Biotechnology: Pharmaceutical Preparations
ANVS,Annovis Bio Inc. Common Stock,United States,2020,2721500,Health Care,Biotechnology: Pharmaceutical Preparations
ANY,Sphere 3D Corp. Common Shares,Canada,,379842,Finance,Finance: Consumer Services
AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,United States,2007,412903,Finance,Investment Managers
AOMD,Angel Oak Mortgage REIT Inc. 9.750% Senior Notes due 2030,United States,2025,20332,Finance,Real Estate
AOMN,Angel Oak Mortgage REIT Inc. 9.500% Senior Notes due 2029,United States,2024,2934,Finance,Real Estate
AOMR,Angel Oak Mortgage REIT Inc. Common Stock,United States,2021,128472,Finance,Real Estate
AON,Aon plc Class A Ordinary Shares (Ireland),United States,,852259,Finance,Specialty Insurers
AORT,Artivion Inc. Common Stock,United States,,281558,Health Care,Medical/Dental Instruments
AOS,A.O. Smith Corporation Common Stock,United States,,1452773,Consumer Discretionary,Consumer Electronics/Appliances
AOSL,Alpha and Omega Semiconductor Limited Common Shares,Bermuda,2010,326960,Technology,Semiconductors
AOUT,American Outdoor Brands Inc. Common Stock ,United States,,44898,Consumer Discretionary,Recreational Games/Products/Toys
AP,Ampco-Pittsburgh Corporation Common Stock,United States,,184606,Industrials,Fluid Controls
APA,APA Corporation Common Stock,United States,,6289193,Energy,Oil & Gas Production
APAM,Artisan Partners Asset Management Inc. Class A Common Stock,United States,2013,334826,Finance,Investment Managers
APD,Air Products and Chemicals Inc. Common Stock,United States,,1401258,Industrials,Major Chemicals
APDN,Applied DNA Sciences Inc. Common Stock,United States,,365930,Consumer Discretionary,Other Consumer Services
APEI,American Public Education Inc. Common Stock,United States,2007,320320,Real Estate,Other Consumer Services
APG,APi Group Corporation Common Stock,United States,2020,1793376,Consumer Discretionary,Engineering & Construction
APGE,Apogee Therapeutics Inc. Common Stock,United States,2023,1175237,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
